feature	logFC	AveExpr	t	P.Value	adj.P.Val	B	name	name_lipid1	name_lipid3	identity	abbreviation	composition	pre_fatty_acid_length	n_doub_bonds	definition	m_z	rt	main_fat_acd_length_num	main_fat_acd_length_fct	definition2
NA_816.49132_6.44	0.578605541708069	11.264404834771518	2.9344054647588655	0.012949909056574546	0.07906038069717744	-3.3051103619870794	NA	NA	NA	NA	NA	NA	NA	NA	NA	816.49132	6.44	NA	NA	NA
SM 18:1;2O/23:0_800.67575_13.31	-0.9442906136485474	12.642638741597974	-2.9109123085407127	0.013518209074139267	0.08129965175573899	-3.322940328480425	SM 18:1;2O/23:0	SM 18:1 23:0	SM 18:1 23:0	SM 18:1	SM	18:1	18	1	SM	800.67575	13.31	18	18	SM 18:1
NA_833.56605_7.29	0.9860600343683623	12.917478638988214	2.90164869106644	0.01374908213094062	0.0814949240279152	-3.338665359066169	NA	NA	NA	NA	NA	NA	NA	NA	NA	833.56605	7.29	NA	NA	NA
NA_607.35875_3.57	0.5242953613036072	11.433405981035447	2.9000676880118466	0.013788876024656458	0.0814949240279152	-3.349771126389612	NA	NA	NA	NA	NA	NA	NA	NA	NA	607.35875	3.57	NA	NA	NA
PS 38:5; PS 18:0 20:5_809.51956_7.43	1.4280908389824496	12.430975349501553	2.9150801298684237	0.01341560247091716	0.08096766438277919	-3.3511679389112388	PS 38:5; PS 18:0 20:5	PS 38:5	PS 38:5	PS 38:5	PS	38:5	38	5	PS	809.51956	7.43	38	38	PS 38:5
NA_747.54044_6.31	0.8856945658064395	11.133436528096453	2.852464461866096	0.01504236147292991	0.08666208720785788	-3.3549379553928746	NA	NA	NA	NA	NA	NA	NA	NA	NA	747.54044	6.31	NA	NA	NA
NA_882.52137_7.11	0.4930137323876012	12.942772382526186	2.898163377775457	0.013836960168674126	0.0814949240279152	-3.3564652171204767	NA	NA	NA	NA	NA	NA	NA	NA	NA	882.52137	7.11	NA	NA	NA
NA_864.56093_10.33	0.5752250367444299	11.975066700776775	2.9075741008103315	0.013600956373546537	0.0814949240279152	-3.3577629742106403	NA	NA	NA	NA	NA	NA	NA	NA	NA	864.56093	10.33	NA	NA	NA
NA_811.53466_12.61	0.47804526149766785	12.730666175792683	2.8995746826133733	0.013801308474571266	0.0814949240279152	-3.363983063746212	NA	NA	NA	NA	NA	NA	NA	NA	NA	811.53466	12.61	NA	NA	NA
NA_860.69406_14.38	-0.6231039881192232	11.736966698108013	-2.890041104427225	0.014043934184465857	0.08242968930263808	-3.3698218796859876	NA	NA	NA	NA	NA	NA	NA	NA	NA	860.69406	14.38	NA	NA	NA
PE O-38:7; PE O-18:2 20:5_747.52061_7.88	0.6400919077930644	13.974658331157366	2.871086753371979	0.014539020220802666	0.0844647841399012	-3.370648399877616	PE O-38:7; PE O-18:2 20:5	PE 38:7; PE 18:2 20:5	PE 38:7; PE 18:2 20:5	PE O-38:7	PE	O-38:7	38	7	PE	747.52061	7.88	38	38	PE O-38:7
NA_903.48525_6.36	0.7891151858996523	11.52758942120263	2.900779521201283	0.01377094495904898	0.0814949240279152	-3.3776572901885027	NA	NA	NA	NA	NA	NA	NA	NA	NA	903.48525	6.36	NA	NA	NA
CAR 16:0; Palmitoyl-L-carnitine_399.33457_3.65	-1.0815987248091754	17.970299023559562	-2.8666288880586515	0.014657963102352383	0.08486712196209448	-3.3909876240512666	CAR 16:0; Palmitoyl-L-carnitine	CAR 16:0	CAR 16:0	CAR 16:0	CAR	16:0	16	0	CAR	399.33457	3.65	16	16	CAR 16:0
NA_509.44395_7.18	-1.4608205497002473	11.479111567530957	-2.880444452078843	0.01429246101391048	0.08360110757451746	-3.4022060908791305	NA	NA	NA	NA	NA	NA	NA	NA	NA	509.44395	7.18	NA	NA	NA
NA_312.26625_6.92	0.46792077400601656	13.618425883597867	2.8392761213505087	0.015409284523740406	0.08730481482635095	-3.4061476456512256	NA	NA	NA	NA	NA	NA	NA	NA	NA	312.26625	6.92	NA	NA	NA
NA_858.75507_6.91	0.560764464498411	12.926540072589615	2.8220031938592447	0.015903343545077733	0.0879058601132452	-3.4228630726619342	NA	NA	NA	NA	NA	NA	NA	NA	NA	858.75507	6.91	NA	NA	NA
LPC 19:1-SN1_535.36332_4.14	0.5284761442707863	10.514460294456892	2.7999610731360614	0.016556736474144785	0.0902934395802316	-3.425325884095407	LPC 19:1-SN1	LPC 19:1	LPC 19:1	LPC 19:1-SN1	LPC	19:1-SN1	19	1-SN1	LPC	535.36332	4.14	19	19	LPC 19:1-SN1
NA_805.92368_7.98	0.639646669579061	12.550613153586491	2.8710996831164888	0.014538676637070097	0.0844647841399012	-3.427477963454239	NA	NA	NA	NA	NA	NA	NA	NA	NA	805.92368	7.98	NA	NA	NA
NA_338.28217_3.41	0.7299093710208918	11.444716236618648	2.849640146613597	0.015120200227132112	0.08666208720785788	-3.4299366734677283	NA	NA	NA	NA	NA	NA	NA	NA	NA	338.28217	3.41	NA	NA	NA
NA_836.62503_12.91	-0.45149768153673653	10.622691352638316	-2.8500145848836587	0.015109857620488986	0.08666208720785788	-3.4379385861700804	NA	NA	NA	NA	NA	NA	NA	NA	NA	836.62503	12.91	NA	NA	NA
NA_650.5268_8.58	0.8564932819536074	12.629475416319181	2.8407346319348536	0.015368272160352818	0.08730481482635095	-3.446564104808294	NA	NA	NA	NA	NA	NA	NA	NA	NA	650.5268	8.58	NA	NA	NA
NA_651.442_5.91	0.5437374526844692	11.454428218005022	2.834857110009735	0.015534209943378443	0.08730481482635095	-3.457047789356866	NA	NA	NA	NA	NA	NA	NA	NA	NA	651.442	5.91	NA	NA	NA
PC 45:2; PC 23:0 22:2_911.73401_22.08	1.1158651270393085	10.531662743574625	2.835421778306295	0.015518190816934426	0.08730481482635095	-3.4692300350043968	PC 45:2; PC 23:0 22:2	PC 45:2	PC 45:2	PC 45:2	PC	45:2	45	2	PC	911.73401	22.08	45	45	PC 45:2
LNAPE 18:1/N-22:1_799.60684_11.32	-0.4741487668894679	11.296596075738835	-2.832889932879685	0.015590145504705529	0.08730481482635095	-3.4769258701065655	LNAPE 18:1/N-22:1	LNAPE 18:1 22:1	LNAPE 18:1 22:1	LNAPE 18:1/N-22:1	LNAPE	18:1/N-22:1	18	1/N-22	LNAPE	799.60684	11.32	18	18	LNAPE 18:1/N-22:1
PE O-40:5; PE O-18:1 22:4_779.58042_10.3	0.6775137986882541	17.387656442741434	2.8336099977134275	0.015569647672027113	0.08730481482635095	-3.4786076113605313	PE O-40:5; PE O-18:1 22:4	PE 40:5; PE 18:1 22:4	PE 40:5; PE 18:1 22:4	PE O-40:5	PE	O-40:5	40	5	PE	779.58042	10.3	40	40	PE O-40:5
PC 42:3; PC 24:1 18:2_867.6702_13.78	0.44076965779343624	12.390081400933838	2.7881248413713164	0.016918523313862194	0.09092206196671171	-3.486120517755053	PC 42:3; PC 24:1 18:2	PC 42:3	PC 42:3	PC 42:3	PC	42:3	42	3	PC	867.6702	13.78	42	42	PC 42:3
NA_694.49856_6.71	0.37467518758866314	11.132317193522784	2.7985449693836326	0.01659961359964445	0.0902934395802316	-3.489035052331838	NA	NA	NA	NA	NA	NA	NA	NA	NA	694.49856	6.71	NA	NA	NA
NA_904.50692_6.78	0.9920663538624015	12.589216006305428	2.824177398856624	0.015840298561365825	0.0879058601132452	-3.4906752703571122	NA	NA	NA	NA	NA	NA	NA	NA	NA	904.50692	6.78	NA	NA	NA
PC O-39:5_807.61327_12.45	-0.6183885701760847	11.561628091399456	-2.8364206978201856	0.015489892602785165	0.08730481482635095	-3.4921690840957327	PC O-39:5	PC 39:5	PC 39:5	PC O-39:5	PC	O-39:5	39	5	PC	807.61327	12.45	39	39	PC O-39:5
NA_865.61723_9.85	-0.9531376018836006	11.007105016479736	-2.8261239808729286	0.01578406468981751	0.0879058601132452	-3.51045275777219	NA	NA	NA	NA	NA	NA	NA	NA	NA	865.61723	9.85	NA	NA	NA
NA_831.50283_7.34	1.103028450977445	10.687328453650744	2.8230823131819807	0.015872021433111887	0.0879058601132452	-3.515851703290404	NA	NA	NA	NA	NA	NA	NA	NA	NA	831.50283	7.34	NA	NA	NA
NA_824.55027_7.13	0.5460411856551003	13.67891159426704	2.803985358762352	0.0164354873644362	0.0902934395802316	-3.5292365387495974	NA	NA	NA	NA	NA	NA	NA	NA	NA	824.55027	7.13	NA	NA	NA
NA_717.53005_7.03	0.9159710750563356	10.459854270025582	2.7963190441376455	0.016667233544905003	0.09037344411015158	-3.539095468036525	NA	NA	NA	NA	NA	NA	NA	NA	NA	717.53005	7.03	NA	NA	NA
NA_326.24596_7.25	0.7709179117132807	10.444941385404118	2.788210432253573	0.016915879191977373	0.09092206196671171	-3.541775398060199	NA	NA	NA	NA	NA	NA	NA	NA	NA	326.24596	7.25	NA	NA	NA
NA_898.59205_7.78	-0.762137595422477	12.737971034932599	-2.802817030701615	0.016470597240513397	0.0902934395802316	-3.5495466561277094	NA	NA	NA	NA	NA	NA	NA	NA	NA	898.59205	7.78	NA	NA	NA
LPI 18:1_598.31079_2.65	0.652835055993408	10.48306953133163	2.735840734387579	0.01861269438158046	0.09710251379882734	-3.549804324088527	LPI 18:1	LPI 18:1	LPI 18:1	LPI 18:1	LPI	18:1	18	1	LPI	598.31079	2.65	18	18	LPI 18:1
PC 35:3; PC 9:0 26:3_769.56022_8.12	0.6785409238647082	12.628522542731963	2.801799891571713	0.0165012242988247	0.0902934395802316	-3.553599423382196	PC 35:3; PC 9:0 26:3	PC 35:3	PC 35:3	PC 35:3	PC	35:3	35	3	PC	769.56022	8.12	35	35	PC 35:3
PE O-40:3; PE O-18:2 22:1_783.61181_12.36	-0.5863401460364628	12.257255411669501	-2.777402201959064	0.017253035901571068	0.09208807912463558	-3.5639160239587193	PE O-40:3; PE O-18:2 22:1	PE 40:3; PE 18:2 22:1	PE 40:3; PE 18:2 22:1	PE O-40:3	PE	O-40:3	40	3	PE	783.61181	12.36	40	40	PE O-40:3
NA_879.58992_6.95	-0.9201828364329843	10.678458145139098	-2.7696368153794815	0.01749937717686056	0.0926334500478149	-3.5639341872244277	NA	NA	NA	NA	NA	NA	NA	NA	NA	879.58992	6.95	NA	NA	NA
NA_371.2852_5.88	-0.6582808172478306	10.863377022192934	-2.7878145567265564	0.016928112239703936	0.09092206196671171	-3.573892607629942	NA	NA	NA	NA	NA	NA	NA	NA	NA	371.2852	5.88	NA	NA	NA
PE O-18:1; PE O-15:1 3:0_479.3006_6.94	1.4086939280618191	10.162851907495577	2.78421581947795	0.01703972090206056	0.09123461849755309	-3.579300238138586	PE O-18:1; PE O-15:1 3:0	PE 18:1; PE 15:1 3:0	PE 18:1; PE 15:1 3:0	PE O-18:1	PE	O-18:1	18	1	PE	479.3006	6.94	18	18	PE O-18:1
LPC 19:0-SN1_537.37896_5.16	0.6852222571018382	10.728010739775232	2.733265282100652	0.018700354190500805	0.09710251379882734	-3.5812347919442495	LPC 19:0-SN1	LPC 19:0	LPC 19:0	LPC 19:0-SN1	LPC	19:0-SN1	19	0-SN1	LPC	537.37896	5.16	19	19	LPC 19:0-SN1
NA_896.53989_7.03	0.4631662497171771	12.190272987734035	2.765675278554051	0.0176263883287704	0.0926334500478149	-3.584857638642345	NA	NA	NA	NA	NA	NA	NA	NA	NA	896.53989	7.03	NA	NA	NA
NA_883.60054_7.81	-1.2889033391169455	11.573842294800667	-2.7756378839241953	0.017308701850521958	0.09209739177785516	-3.5884880210617958	NA	NA	NA	NA	NA	NA	NA	NA	NA	883.60054	7.81	NA	NA	NA
NA_654.55659_7.88	-0.9182113471289868	12.250210544163592	-2.767294581178066	0.017574361748698985	0.0926334500478149	-3.610860294739641	NA	NA	NA	NA	NA	NA	NA	NA	NA	654.55659	7.88	NA	NA	NA
NA_657.58133_13	-1.0200519636525391	10.700232536847913	-2.766155900969497	0.01761093050684225	0.0926334500478149	-3.6167103305354487	NA	NA	NA	NA	NA	NA	NA	NA	NA	657.58133	13	NA	NA	NA
NA_935.46009_7.79	0.6465832740682799	11.591108632745227	2.715788603732578	0.01930607858646717	0.09813365033814514	-3.6199394239671894	NA	NA	NA	NA	NA	NA	NA	NA	NA	935.46009	7.79	NA	NA	NA
NA_848.57554_7.83	0.8528108821435425	12.925813674978338	2.741176301222119	0.018432380499442916	0.09657210396640645	-3.6278437023485783	NA	NA	NA	NA	NA	NA	NA	NA	NA	848.57554	7.83	NA	NA	NA
NA_884.53895_6.99	0.7595130325466143	12.201831857438354	2.7331533643301187	0.018704172739938053	0.09710251379882734	-3.6292930168893194	NA	NA	NA	NA	NA	NA	NA	NA	NA	884.53895	6.99	NA	NA	NA
NA_547.53263_9.79	-0.8514629618820754	14.860036954357078	-2.725176141893067	0.018978344520831938	0.09749562487575303	-3.6538692578347893	NA	NA	NA	NA	NA	NA	NA	NA	NA	547.53263	9.79	NA	NA	NA
LPC 18:1-SN1_521.3476_3.59	0.6237484457230656	17.901198434951848	2.6983418634452447	0.01993008803878616	0.09838320916256289	-3.656878876935969	LPC 18:1-SN1	LPC 18:1	LPC 18:1	LPC 18:1-SN1	LPC	18:1-SN1	18	1-SN1	LPC	521.3476	3.59	18	18	LPC 18:1-SN1
NA_729.74207_7.79	-0.6991529446279179	12.233361287664723	-2.7257613857686924	0.01895809575577688	0.09749562487575303	-3.669239063553146	NA	NA	NA	NA	NA	NA	NA	NA	NA	729.74207	7.79	NA	NA	NA
NA_391.28492_10.77	0.40411461888645844	12.592650288116099	2.728982454933733	0.018847032064677	0.09749562487575303	-3.6723811775135418	NA	NA	NA	NA	NA	NA	NA	NA	NA	391.28492	10.77	NA	NA	NA
NA_779.79976_10.29	0.9412592041494126	11.763506468573805	2.712667032702449	0.01941629149173677	0.09813365033814514	-3.679786398113189	NA	NA	NA	NA	NA	NA	NA	NA	NA	779.79976	10.29	NA	NA	NA
NA_410.35436_7.11	-0.6488765732110263	10.727089322966334	-2.671211844689216	0.020940175567516702	0.10046578614977114	-3.681315428417336	NA	NA	NA	NA	NA	NA	NA	NA	NA	410.35436	7.11	NA	NA	NA
NA_822.55785_7.8	1.0910391480309243	13.871264829481394	2.7243137299136144	0.01900822194591672	0.09749562487575303	-3.687286293773138	NA	NA	NA	NA	NA	NA	NA	NA	NA	822.55785	7.8	NA	NA	NA
NA_268.41546_2.77	0.44536847450858086	13.559947439955408	2.677436159893532	0.020704065573510157	0.10026693792134235	-3.6978274947256047	NA	NA	NA	NA	NA	NA	NA	NA	NA	268.41546	2.77	NA	NA	NA
NA_268.21434_2.76	0.45421225086614236	16.80888727968253	2.702005421493871	0.019797425048380866	0.09813365033814514	-3.69938374651333	NA	NA	NA	NA	NA	NA	NA	NA	NA	268.21434	2.76	NA	NA	NA
PC 17:0; PC 8:0 9:0_523.32819_3.44	-1.026998641027262	12.670577854391677	-2.718673737973859	0.019204763162174128	0.09813365033814514	-3.700543670069768	PC 17:0; PC 8:0 9:0	PC 17:0	PC 17:0	PC 17:0	PC	17:0	17	0	PC	523.32819	3.44	17	17	PC 17:0
PC 16:0/16:0_733.56218_8.99	-0.6230679132038391	17.024970527210595	-2.706906492434113	0.01962131188602114	0.09813365033814514	-3.7012786847488806	PC 16:0/16:0	PC 16:0/16:0	PC 16:0/16:0	PC 16:0/16:0	PC	16:0/16:0	16	0/16	PC	733.56218	8.99	16	16	PC 16:0/16:0
NA_574.49469_23.95	-0.6986850360840662	12.741385249986093	-2.7155509311265273	0.0193144482848665	0.09813365033814514	-3.7060471402999524	NA	NA	NA	NA	NA	NA	NA	NA	NA	574.49469	23.95	NA	NA	NA
PC 35:2_771.57788_8.9	0.5827071960576325	15.17598099692931	2.703365407292673	0.019748400035093882	0.09813365033814514	-3.7112586153125275	PC 35:2	PC 35:2	PC 35:2	PC 35:2	PC	35:2	35	2	PC	771.57788	8.9	35	35	PC 35:2
NA_833.51596_14.26	0.4716077152837057	11.6674158240123	2.7119774572565403	0.01944072191458671	0.09813365033814514	-3.7123432571845405	NA	NA	NA	NA	NA	NA	NA	NA	NA	833.51596	14.26	NA	NA	NA
NA_737.61811_7.71	0.48080260979660466	11.181904269075126	2.701322785761136	0.01982207808352463	0.09813365033814514	-3.7133306509963786	NA	NA	NA	NA	NA	NA	NA	NA	NA	737.61811	7.71	NA	NA	NA
NA_389.2695_9.5	1.3015261589717368	11.285037560178667	2.710604570268982	0.01948945125865372	0.09813365033814514	-3.7147616995100816	NA	NA	NA	NA	NA	NA	NA	NA	NA	389.2695	9.5	NA	NA	NA
NA_921.65467_9.6	0.7391962904885326	11.478538290699868	2.7042697600830232	0.01971586611813506	0.09813365033814514	-3.718688540021241	NA	NA	NA	NA	NA	NA	NA	NA	NA	921.65467	9.6	NA	NA	NA
NA_811.53451_13.13	0.42419804145150364	12.846382916027403	2.7045145784466156	0.019707067928173536	0.09813365033814514	-3.725486621616202	NA	NA	NA	NA	NA	NA	NA	NA	NA	811.53451	13.13	NA	NA	NA
PC 14:0 16:1_703.51538_7.71	-0.5790698413539143	16.298473258290326	-2.6653694259081115	0.021164211412941104	0.10125622715211037	-3.737663683267486	PC 14:0 16:1	PC 14:0 16:1	PC 14:0 16:1	PC 14:0 16:1	PC	14:0 16:1	14	0 16	PC	703.51538	7.71	14	14	PC 14:0 16:1
PC O-44:5_877.69167_14.98	-1.2981092064321567	12.364342866110324	-2.6764653479208427	0.020740718427517197	0.10026693792134235	-3.7464393618389167	PC O-44:5	PC 44:5	PC 44:5	PC O-44:5	PC	O-44:5	44	5	PC	877.69167	14.98	44	44	PC O-44:5
NA_835.53601_10.5	0.6035607708363742	12.626983544661899	2.679376262771434	0.020631008445253167	0.10026693792134235	-3.7516417302128575	NA	NA	NA	NA	NA	NA	NA	NA	NA	835.53601	10.5	NA	NA	NA
PE O-32:1_675.51921_9.38	-0.8935421873046199	10.350554593348267	-2.685862319385476	0.020388607421357497	0.10026693792134235	-3.7534164063555577	PE O-32:1	PE 32:1	PE 32:1	PE O-32:1	PE	O-32:1	32	1	PE	675.51921	9.38	32	32	PE O-32:1
NA_576.51146_7.56	0.6413905487852851	15.73697320849428	2.6792230745721612	0.020636767697946652	0.10026693792134235	-3.7643803681891237	NA	NA	NA	NA	NA	NA	NA	NA	NA	576.51146	7.56	NA	NA	NA
NA_829.49095_10.73	0.5201592463313229	11.964156036237432	2.6753918966180246	0.020781320857233717	0.10026693792134235	-3.7664198841155407	NA	NA	NA	NA	NA	NA	NA	NA	NA	829.49095	10.73	NA	NA	NA
PC 37:5; PC 9:0 28:5_793.55992_7.89	0.7419985488132863	13.778006239710823	2.6774456678237852	0.02070370691892406	0.10026693792134235	-3.769222825198539	PC 37:5; PC 9:0 28:5	PC 37:5	PC 37:5	PC 37:5	PC	37:5	37	5	PC	793.55992	7.89	37	37	PC 37:5
PE O-38:6; PE O-18:2 20:4_749.53447_8.49	0.44913893952773126	17.640325862063158	2.677447820869375	0.02070362570339448	0.10026693792134235	-3.7693244420201	PE O-38:6; PE O-18:2 20:4	PE 38:6; PE 18:2 20:4	PE 38:6; PE 18:2 20:4	PE O-38:6	PE	O-38:6	38	6	PE	749.53447	8.49	38	38	PE O-38:6
PI 32:1_808.5088_6.91	0.5920339750879369	13.499564271419812	2.6482039973697846	0.02183618586514904	0.10360057071576267	-3.780386987469442	PI 32:1	PI 32:1	PI 32:1	PI 32:1	PI	32:1	32	1	PI	808.5088	6.91	32	32	PI 32:1
PC O-34:3_741.56563_10.51	-0.5041292012052593	12.204207195298382	-2.6719088832243383	0.020913603111349804	0.10046578614977114	-3.78282062204701	PC O-34:3	PC 34:3	PC 34:3	PC O-34:3	PC	O-34:3	34	3	PC	741.56563	10.51	34	34	PC O-34:3
NA_575.5639_11.22	-0.925253966000484	12.972362923400704	-2.6560659850502235	0.021525845982531065	0.10241265999488318	-3.786616246334212	NA	NA	NA	NA	NA	NA	NA	NA	NA	575.5639	11.22	NA	NA	NA
NA_656.22724_7.07	-0.8239463201383868	10.490391540224833	-2.6361052926090958	0.022322380576270017	0.10532217133776019	-3.79969014274786	NA	NA	NA	NA	NA	NA	NA	NA	NA	656.22724	7.07	NA	NA	NA
NA_519.50076_7.13	-1.177642561491871	11.419292672830835	-2.660721708982424	0.021344119073146827	0.10183171892998541	-3.802457270860698	NA	NA	NA	NA	NA	NA	NA	NA	NA	519.50076	7.13	NA	NA	NA
NA_622.49533_6.79	0.8456321410614865	14.752955326738052	2.6374752596900404	0.022266797535046748	0.10532217133776019	-3.8024581639144706	NA	NA	NA	NA	NA	NA	NA	NA	NA	622.49533	6.79	NA	NA	NA
PS 40:6; PS 18:0 22:6_835.53624_7.64	1.107905013450288	16.605989061012593	2.6240686247142513	0.02281663731503092	0.10647764080347763	-3.8471568438461237	PS 40:6; PS 18:0 22:6	PS 40:6	PS 40:6	PS 40:6	PS	40:6	40	6	PS	835.53624	7.64	40	40	PS 40:6
NA_859.58205_7.3	1.1320286156038892	11.542438392726899	2.621966419353797	0.022904055308445484	0.10659435004584437	-3.8537258813837494	NA	NA	NA	NA	NA	NA	NA	NA	NA	859.58205	7.3	NA	NA	NA
NA_851.47528_9.13	0.46439461679941796	11.449281379036364	2.629226094199744	0.02260355535619847	0.10616952119190354	-3.855506041764499	NA	NA	NA	NA	NA	NA	NA	NA	NA	851.47528	9.13	NA	NA	NA
PI 40:7; PI 20:3 20:4_908.53911_6.73	0.42838810779465464	13.005356131788332	2.6011986107135474	0.02378552446389853	0.10830262884732965	-3.8581494662036926	PI 40:7; PI 20:3 20:4	PI 40:7	PI 40:7	PI 40:7	PI	40:7	40	7	PI	908.53911	6.73	40	40	PI 40:7
NA_827.64706_9.86	0.8455248245960313	10.946311091472483	2.627908627433606	0.022657800133322477	0.10616952119190354	-3.8599453313103695	NA	NA	NA	NA	NA	NA	NA	NA	NA	827.64706	9.86	NA	NA	NA
NA_997.8078_23.32	-1.0988961625041602	11.283441553484856	-2.627165552731222	0.02268845154276627	0.10616952119190354	-3.861245266420098	NA	NA	NA	NA	NA	NA	NA	NA	NA	997.8078	23.32	NA	NA	NA
NA_930.52299_6.82	0.5837462263572922	11.702539359201182	2.612921427931981	0.02328394846886882	0.10806789126311941	-3.8701975537836435	NA	NA	NA	NA	NA	NA	NA	NA	NA	930.52299	6.82	NA	NA	NA
NA_387.23174_2.4	-0.6621483590111862	11.09180033589997	-2.60604668133964	0.023576820868589362	0.10820656133190908	-3.8723610258089276	NA	NA	NA	NA	NA	NA	NA	NA	NA	387.23174	2.4	NA	NA	NA
NA_805.82825_8	0.3076885827113229	13.174888961485028	2.5838500068071175	0.02454730616591032	0.10890077644512942	-3.8724644187590984	NA	NA	NA	NA	NA	NA	NA	NA	NA	805.82825	8	NA	NA	NA
PI 36:3; PI 16:0 20:3_860.53857_7.12	0.46562627505718307	16.09700076046795	2.589761117517463	0.024285099841125136	0.10858364012733439	-3.8752029322127974	PI 36:3; PI 16:0 20:3	PI 36:3	PI 36:3	PI 36:3	PI	36:3	36	3	PI	860.53857	7.12	36	36	PI 36:3
NA_719.54336_9.21	-0.512229155873895	11.518644935491638	-2.5926297930180424	0.024158841680815335	0.10830262884732965	-3.875684309248229	NA	NA	NA	NA	NA	NA	NA	NA	NA	719.54336	9.21	NA	NA	NA
PE O-35:5; PE O-15:1 20:4_709.50373_8.03	-1.1136491017908385	10.068499395044801	-2.607864489832318	0.02349903038171651	0.10820656133190908	-3.8812573706112263	PE O-35:5; PE O-15:1 20:4	PE 35:5; PE 15:1 20:4	PE 35:5; PE 15:1 20:4	PE O-35:5	PE	O-35:5	35	5	PE	709.50373	8.03	35	35	PE O-35:5
NA_795.54117_8.29	-0.304988454496925	12.517832549060419	-2.5960950696923644	0.024007183353575552	0.10830262884732965	-3.881751057344794	NA	NA	NA	NA	NA	NA	NA	NA	NA	795.54117	8.29	NA	NA	NA
NA_272.23464_3.34	-1.0755451412741577	11.65919584221506	-2.6033208491655517	0.023693942586729508	0.10820656133190908	-3.8820846667273874	NA	NA	NA	NA	NA	NA	NA	NA	NA	272.23464	3.34	NA	NA	NA
NA_365.13198_6.98	0.828473009134738	12.92379153439389	2.5850171794597823	0.02449531364141709	0.10890077644512942	-3.892199277668806	NA	NA	NA	NA	NA	NA	NA	NA	NA	365.13198	6.98	NA	NA	NA
NA_605.3542_2.49	1.9068762334070852	10.553567768622543	2.6038266384989046	0.023672167130281727	0.10820656133190908	-3.897282383381018	NA	NA	NA	NA	NA	NA	NA	NA	NA	605.3542	2.49	NA	NA	NA
NA_681.62568_13.98	-0.99723631081564	10.584099414770957	-2.6061671195736493	0.02357165908261042	0.10820656133190908	-3.897943546939113	NA	NA	NA	NA	NA	NA	NA	NA	NA	681.62568	13.98	NA	NA	NA
NA_819.63304_13.21	-0.9397793075492957	10.861432746335337	-2.6048073322018954	0.02363000180797899	0.10820656133190908	-3.9003175459195965	NA	NA	NA	NA	NA	NA	NA	NA	NA	819.63304	13.21	NA	NA	NA
NA_567.5592_10.25	-0.7670367427559808	10.22186561352958	-2.593332183129261	0.024128025780701147	0.10830262884732965	-3.901669393663911	NA	NA	NA	NA	NA	NA	NA	NA	NA	567.5592	10.25	NA	NA	NA
NA_888.65451_7.85	0.8660929043789298	13.813171797071902	2.5991948232012416	0.02387231337940195	0.10830262884732965	-3.9094362279808297	NA	NA	NA	NA	NA	NA	NA	NA	NA	888.65451	7.85	NA	NA	NA
NA_637.35563_4.56	0.513298775234193	11.911858587227986	2.5714980655325457	0.02510419930270184	0.10966233352689193	-3.9103213044181473	NA	NA	NA	NA	NA	NA	NA	NA	NA	637.35563	4.56	NA	NA	NA
NA_576.5107_7.4	0.7281300965007051	16.094439450103255	2.5978796764982373	0.023929444303901988	0.10830262884732965	-3.9124075429937655	NA	NA	NA	NA	NA	NA	NA	NA	NA	576.5107	7.4	NA	NA	NA
PC O-36:1_773.62879_13.04	-0.7960130943324497	14.83690596043594	-2.5929973387457985	0.0241427115702684	0.10830262884732965	-3.9177907691132274	PC O-36:1	PC 36:1	PC 36:1	PC O-36:1	PC	O-36:1	36	1	PC	773.62879	13.04	36	36	PC O-36:1
PE O-36:4; PE O-18:4 18:0_725.53427_8.66	-0.4079668713275193	13.556747480809895	-2.5862142872592875	0.02444209971302664	0.10890077644512942	-3.9199401330627146	PE O-36:4; PE O-18:4 18:0	PE 36:4; PE 18:4 18:0	PE 36:4; PE 18:4 18:0	PE O-36:4	PE	O-36:4	36	4	PE	725.53427	8.66	36	36	PE O-36:4
TG 54:4_882.76652_23.74	-0.7734878985476036	14.036307546872804	-2.5729019850118604	0.02504028508671756	0.10966233352689193	-3.936938067178148	TG 54:4	TG 54:4	TG 54:4	TG 54:4	TG	54:4	54	4	TG	882.76652	23.74	54	54	TG 54:4
NA_984.46486_6.97	0.4795172900023392	11.787831390107652	2.53886974665599	0.02663539243149588	0.11438844483482156	-3.9409258429756484	NA	NA	NA	NA	NA	NA	NA	NA	NA	984.46486	6.97	NA	NA	NA
PE O-35:3; PE O-18:2 17:1_713.53483_9	0.6645970624764735	12.291113824239464	2.544526197247403	0.026363556111322628	0.11399735148895962	-3.943336184956713	PE O-35:3; PE O-18:2 17:1	PE 35:3; PE 18:2 17:1	PE 35:3; PE 18:2 17:1	PE O-35:3	PE	O-35:3	35	3	PE	713.53483	9	35	35	PE O-35:3
NA_708.60019_11.35	-0.8680625023011727	10.775510437372255	-2.573749781552178	0.025001765846508636	0.10966233352689193	-3.945368269898511	NA	NA	NA	NA	NA	NA	NA	NA	NA	708.60019	11.35	NA	NA	NA
NA_801.55195_7.92	-0.5111319017920821	13.322084654450412	-2.5736685413993885	0.025005454440573928	0.10966233352689193	-3.9489548327900748	NA	NA	NA	NA	NA	NA	NA	NA	NA	801.55195	7.92	NA	NA	NA
